meter_id,timestamp,location_city,location_district,location_gps,measurements_voltage_v,measurements_current_a,measurements_active_power_kw,measurements_power_factor,measurements_frequency_hz,measurements_total_energy_kwh,status_code,status_message,status_battery_level
LCL-010,2012-01-01 09:30:00,London,Brixton,"51.462,-0.116",230.0,2.904,0.639,0.95,50.0,1780.823,0,OK,100
LCL-001,2012-01-01 10:00:00,London,Camden,"51.536,-0.142",230.0,2.381,0.5068,0.95,50.01,3763.75,0,OK,100
LCL-002,2012-01-01 10:00:00,London,Westminster,"51.497,-0.135",230.0,2.863,0.6546,0.95,49.98,4103.018,0,OK,100
LCL-003,2012-01-01 10:00:00,London,Greenwich,"51.482,0.007",230.0,1.259,0.2629,0.95,50.0,1149.762,0,OK,100
LCL-004,2012-01-01 10:00:00,London,Hackney,"51.545,-0.055",230.0,1.66,0.3664,0.95,50.01,2459.405,0,OK,100
LCL-005,2012-01-01 10:00:00,London,Islington,"51.538,-0.103",230.0,3.112,0.71,0.95,49.99,1494.362,0,OK,100
LCL-006,2012-01-01 10:00:00,London,Chelsea,"51.487,-0.168",230.0,1.406,0.3213,0.95,49.99,2654.706,0,OK,100
LCL-007,2012-01-01 10:00:00,London,Kensington,"51.501,-0.193",230.0,2.582,0.5525,0.95,49.99,1865.293,0,OK,100
LCL-008,2012-01-01 10:00:00,London,Hammersmith,"51.492,-0.223",230.0,2.33,0.5032,0.95,50.01,3257.722,0,OK,100
LCL-009,2012-01-01 10:00:00,London,Fulham,"51.478,-0.196",230.0,3.239,0.6748,0.95,50.01,2319.352,0,OK,100
LCL-010,2012-01-01 10:00:00,London,Brixton,"51.462,-0.116",230.0,1.333,0.2896,0.95,50.02,1780.968,0,OK,100
LCL-001,2012-01-01 10:30:00,London,Camden,"51.536,-0.142",230.0,1.604,0.3418,0.95,49.99,3763.921,0,OK,100
LCL-002,2012-01-01 10:30:00,London,Westminster,"51.497,-0.135",230.0,1.476,0.3251,0.95,49.99,4103.181,0,OK,100
LCL-003,2012-01-01 10:30:00,London,Greenwich,"51.482,0.007",230.0,2.635,0.5886,0.95,49.98,1150.057,0,OK,100
LCL-004,2012-01-01 10:30:00,London,Hackney,"51.545,-0.055",230.0,2.38,0.5116,0.95,49.98,2459.661,0,OK,100
LCL-005,2012-01-01 10:30:00,London,Islington,"51.538,-0.103",230.0,1.672,0.3709,0.95,50.02,1494.547,0,OK,100
LCL-006,2012-01-01 10:30:00,London,Chelsea,"51.487,-0.168",230.0,1.241,0.2809,0.95,50.0,2654.847,0,OK,100
LCL-007,2012-01-01 10:30:00,London,Kensington,"51.501,-0.193",230.0,2.937,0.6223,0.95,49.99,1865.604,0,OK,100
LCL-008,2012-01-01 10:30:00,London,Hammersmith,"51.492,-0.223",230.0,1.751,0.3764,0.95,49.98,3257.91,0,OK,100
LCL-009,2012-01-01 10:30:00,London,Fulham,"51.478,-0.196",230.0,2.102,0.4804,0.95,49.98,2319.592,0,OK,100
LCL-010,2012-01-01 10:30:00,London,Brixton,"51.462,-0.116",230.0,2.314,0.4972,0.95,50.02,1781.217,0,OK,100
LCL-001,2012-01-01 11:00:00,London,Camden,"51.536,-0.142",230.0,1.921,0.4371,0.95,50.01,3764.14,0,OK,100
LCL-002,2012-01-01 11:00:00,London,Westminster,"51.497,-0.135",230.0,1.605,0.3368,0.95,50.01,4103.349,0,OK,100
LCL-003,2012-01-01 11:00:00,London,Greenwich,"51.482,0.007",230.0,2.57,0.5849,0.95,49.98,1150.349,0,OK,100
LCL-004,2012-01-01 11:00:00,London,Hackney,"51.545,-0.055",230.0,1.935,0.4249,0.95,50.0,2459.873,0,OK,100
LCL-005,2012-01-01 11:00:00,London,Islington,"51.538,-0.103",230.0,3.215,0.7049,0.95,50.0,1494.9,0,OK,100
LCL-006,2012-01-01 11:00:00,London,Chelsea,"51.487,-0.168",230.0,0.729,0.1635,0.95,49.98,2654.929,0,OK,100
LCL-007,2012-01-01 11:00:00,London,Kensington,"51.501,-0.193",230.0,1.315,0.273,0.95,49.99,1865.741,0,OK,100
LCL-008,2012-01-01 11:00:00,London,Hammersmith,"51.492,-0.223",230.0,1.146,0.2533,0.95,50.02,3258.037,0,OK,100
LCL-009,2012-01-01 11:00:00,London,Fulham,"51.478,-0.196",230.0,2.433,0.5266,0.95,49.99,2319.856,0,OK,100
LCL-010,2012-01-01 11:00:00,London,Brixton,"51.462,-0.116",230.0,1.699,0.3888,0.95,49.99,1781.411,0,OK,100
LCL-001,2012-01-01 11:30:00,London,Camden,"51.536,-0.142",230.0,2.316,0.4956,0.95,50.01,3764.388,0,OK,100
LCL-002,2012-01-01 11:30:00,London,Westminster,"51.497,-0.135",230.0,2.666,0.5809,0.95,50.0,4103.639,0,OK,100
LCL-003,2012-01-01 11:30:00,London,Greenwich,"51.482,0.007",230.0,2.102,0.4513,0.95,50.01,1150.575,0,OK,100
LCL-004,2012-01-01 11:30:00,London,Hackney,"51.545,-0.055",230.0,1.827,0.4102,0.95,50.01,2460.078,0,OK,100
LCL-005,2012-01-01 11:30:00,London,Islington,"51.538,-0.103",230.0,2.48,0.5448,0.95,50.0,1495.172,0,OK,100
LCL-006,2012-01-01 11:30:00,London,Chelsea,"51.487,-0.168",230.0,1.801,0.3912,0.95,50.01,2655.124,0,OK,100
LCL-007,2012-01-01 11:30:00,London,Kensington,"51.501,-0.193",230.0,2.153,0.4644,0.95,49.98,1865.973,0,OK,100
LCL-008,2012-01-01 11:30:00,London,Hammersmith,"51.492,-0.223",230.0,3.112,0.6511,0.95,50.01,3258.362,0,OK,100
LCL-009,2012-01-01 11:30:00,London,Fulham,"51.478,-0.196",230.0,2.338,0.5233,0.95,50.01,2320.117,0,OK,100
LCL-010,2012-01-01 11:30:00,London,Brixton,"51.462,-0.116",230.0,2.246,0.5072,0.95,49.98,1781.665,0,OK,100
LCL-001,2012-01-01 12:00:00,London,Camden,"51.536,-0.142",230.0,2.535,0.55,0.95,49.99,3764.663,0,OK,100
LCL-002,2012-01-01 12:00:00,London,Westminster,"51.497,-0.135",230.0,2.049,0.4351,0.95,50.0,4103.857,0,OK,100
LCL-003,2012-01-01 12:00:00,London,Greenwich,"51.482,0.007",230.0,3.061,0.6807,0.95,49.99,1150.915,0,OK,100
LCL-004,2012-01-01 12:00:00,London,Hackney,"51.545,-0.055",230.0,2.815,0.6407,0.95,50.02,2460.399,0,OK,100
LCL-005,2012-01-01 12:00:00,London,Islington,"51.538,-0.103",230.0,3.054,0.6569,0.95,49.98,1495.5,0,OK,100
LCL-006,2012-01-01 12:00:00,London,Chelsea,"51.487,-0.168",230.0,1.227,0.2698,0.95,49.99,2655.259,0,OK,100
LCL-007,2012-01-01 12:00:00,London,Kensington,"51.501,-0.193",230.0,1.963,0.4191,0.95,50.01,1866.182,0,OK,100
LCL-008,2012-01-01 12:00:00,London,Hammersmith,"51.492,-0.223",230.0,1.799,0.3767,0.95,50.01,3258.55,0,OK,100
LCL-009,2012-01-01 12:00:00,London,Fulham,"51.478,-0.196",230.0,2.469,0.5662,0.95,50.0,2320.401,0,OK,100
LCL-010,2012-01-01 12:00:00,London,Brixton,"51.462,-0.116",230.0,1.167,0.2659,0.95,50.01,1781.798,0,OK,100
LCL-001,2012-01-01 12:30:00,London,Camden,"51.536,-0.142",230.0,2.298,0.4796,0.95,49.98,3764.902,0,OK,100
LCL-002,2012-01-01 12:30:00,London,Westminster,"51.497,-0.135",230.0,1.792,0.372,0.95,49.98,4104.043,0,OK,100
LCL-003,2012-01-01 12:30:00,London,Greenwich,"51.482,0.007",230.0,2.163,0.4635,0.95,50.0,1151.147,0,OK,100
LCL-004,2012-01-01 12:30:00,London,Hackney,"51.545,-0.055",230.0,2.915,0.6605,0.95,50.02,2460.729,0,OK,100
LCL-005,2012-01-01 12:30:00,London,Islington,"51.538,-0.103",230.0,1.817,0.3772,0.95,50.0,1495.689,0,OK,100
LCL-006,2012-01-01 12:30:00,London,Chelsea,"51.487,-0.168",230.0,1.117,0.25,0.95,49.98,2655.384,0,OK,100
LCL-007,2012-01-01 12:30:00,London,Kensington,"51.501,-0.193",230.0,1.354,0.2918,0.95,49.99,1866.328,0,OK,100
LCL-008,2012-01-01 12:30:00,London,Hammersmith,"51.492,-0.223",230.0,2.147,0.4602,0.95,49.98,3258.781,0,OK,100
LCL-009,2012-01-01 12:30:00,London,Fulham,"51.478,-0.196",230.0,1.157,0.2472,0.95,50.01,2320.524,0,OK,100
LCL-010,2012-01-01 12:30:00,London,Brixton,"51.462,-0.116",230.0,3.079,0.684,0.95,49.98,1782.14,0,OK,100
LCL-001,2012-01-01 13:00:00,London,Camden,"51.536,-0.142",230.0,1.674,0.3735,0.95,49.99,3765.089,0,OK,100
LCL-002,2012-01-01 13:00:00,London,Westminster,"51.497,-0.135",230.0,2.525,0.5383,0.95,50.01,4104.312,0,OK,100
LCL-003,2012-01-01 13:00:00,London,Greenwich,"51.482,0.007",230.0,2.998,0.6836,0.95,50.0,1151.489,0,OK,100
LCL-004,2012-01-01 13:00:00,London,Hackney,"51.545,-0.055",230.0,2.657,0.6057,0.95,50.02,2461.032,0,OK,100
LCL-005,2012-01-01 13:00:00,London,Islington,"51.538,-0.103",230.0,1.876,0.4043,0.95,50.0,1495.891,0,OK,100
LCL-006,2012-01-01 13:00:00,London,Chelsea,"51.487,-0.168",230.0,3.189,0.6762,0.95,49.98,2655.722,0,OK,100
LCL-007,2012-01-01 13:00:00,London,Kensington,"51.501,-0.193",230.0,2.68,0.5948,0.95,49.99,1866.626,0,OK,100
LCL-008,2012-01-01 13:00:00,London,Hammersmith,"51.492,-0.223",230.0,1.444,0.3093,0.95,49.99,3258.935,0,OK,100
LCL-009,2012-01-01 13:00:00,London,Fulham,"51.478,-0.196",230.0,2.297,0.5227,0.95,49.98,2320.785,0,OK,100
LCL-010,2012-01-01 13:00:00,London,Brixton,"51.462,-0.116",230.0,2.054,0.467,0.95,50.02,1782.373,0,OK,100
LCL-001,2012-01-01 13:30:00,London,Camden,"51.536,-0.142",230.0,2.503,0.5352,0.95,50.0,3765.357,0,OK,100
LCL-002,2012-01-01 13:30:00,London,Westminster,"51.497,-0.135",230.0,1.956,0.444,0.95,50.0,4104.534,0,OK,100
LCL-003,2012-01-01 13:30:00,London,Greenwich,"51.482,0.007",230.0,2.925,0.6663,0.95,50.0,1151.822,0,OK,100
LCL-004,2012-01-01 13:30:00,London,Hackney,"51.545,-0.055",230.0,1.548,0.3264,0.95,50.01,2461.195,0,OK,100
LCL-005,2012-01-01 13:30:00,London,Islington,"51.538,-0.103",230.0,2.296,0.5264,0.95,49.98,1496.154,0,OK,100
LCL-006,2012-01-01 13:30:00,London,Chelsea,"51.487,-0.168",230.0,2.193,0.4562,0.95,50.01,2655.95,0,OK,100
LCL-007,2012-01-01 13:30:00,London,Kensington,"51.501,-0.193",230.0,2.02,0.4326,0.95,50.01,1866.842,0,OK,100
LCL-008,2012-01-01 13:30:00,London,Hammersmith,"51.492,-0.223",230.0,2.633,0.5629,0.95,49.98,3259.217,0,OK,100
LCL-009,2012-01-01 13:30:00,London,Fulham,"51.478,-0.196",230.0,2.381,0.4945,0.95,49.99,2321.033,0,OK,100
LCL-010,2012-01-01 13:30:00,London,Brixton,"51.462,-0.116",230.0,2.329,0.5225,0.95,50.0,1782.634,0,OK,100
LCL-001,2012-01-01 14:00:00,London,Camden,"51.536,-0.142",230.0,2.233,0.467,0.95,49.98,3765.59,0,OK,100
LCL-002,2012-01-01 14:00:00,London,Westminster,"51.497,-0.135",230.0,2.071,0.4554,0.95,50.02,4104.762,0,OK,100
LCL-003,2012-01-01 14:00:00,London,Greenwich,"51.482,0.007",230.0,2.354,0.522,0.95,49.98,1152.083,0,OK,100
LCL-004,2012-01-01 14:00:00,London,Hackney,"51.545,-0.055",230.0,0.985,0.2237,0.95,50.0,2461.307,0,OK,100
LCL-005,2012-01-01 14:00:00,London,Islington,"51.538,-0.103",230.0,1.382,0.3107,0.95,50.02,1496.31,0,OK,100
LCL-006,2012-01-01 14:00:00,London,Chelsea,"51.487,-0.168",230.0,1.603,0.3391,0.95,49.98,2656.12,0,OK,100
LCL-007,2012-01-01 14:00:00,London,Kensington,"51.501,-0.193",230.0,0.843,0.1758,0.95,50.01,1866.93,0,OK,100
LCL-008,2012-01-01 14:00:00,London,Hammersmith,"51.492,-0.223",230.0,1.344,0.3001,0.95,50.01,3259.367,0,OK,100
LCL-009,2012-01-01 14:00:00,London,Fulham,"51.478,-0.196",230.0,1.335,0.2911,0.95,50.01,2321.178,0,OK,100
LCL-010,2012-01-01 14:00:00,London,Brixton,"51.462,-0.116",230.0,2.43,0.5179,0.95,50.02,1782.893,0,OK,100
LCL-001,2012-01-01 14:30:00,London,Camden,"51.536,-0.142",230.0,1.59,0.3348,0.95,50.02,3765.758,0,OK,100
LCL-002,2012-01-01 14:30:00,London,Westminster,"51.497,-0.135",230.0,1.497,0.3386,0.95,50.01,4104.931,0,OK,100
LCL-003,2012-01-01 14:30:00,London,Greenwich,"51.482,0.007",230.0,1.359,0.2859,0.95,50.0,1152.226,0,OK,100
LCL-004,2012-01-01 14:30:00,London,Hackney,"51.545,-0.055",230.0,1.028,0.2212,0.95,50.0,2461.417,0,OK,100
LCL-005,2012-01-01 14:30:00,London,Islington,"51.538,-0.103",230.0,3.03,0.6573,0.95,50.01,1496.638,0,OK,100
LCL-006,2012-01-01 14:30:00,London,Chelsea,"51.487,-0.168",230.0,2.518,0.5696,0.95,49.99,2656.405,0,OK,100
LCL-007,2012-01-01 14:30:00,London,Kensington,"51.501,-0.193",230.0,0.84,0.1771,0.95,49.99,1867.018,0,OK,100
LCL-008,2012-01-01 14:30:00,London,Hammersmith,"51.492,-0.223",230.0,2.789,0.6113,0.95,49.99,3259.672,0,OK,100
LCL-009,2012-01-01 14:30:00,London,Fulham,"51.478,-0.196",230.0,2.12,0.4791,0.95,50.0,2321.418,0,OK,100
LCL-010,2012-01-01 14:30:00,London,Brixton,"51.462,-0.116",230.0,2.7,0.6001,0.95,50.01,1783.193,0,OK,100
LCL-001,2012-01-01 15:00:00,London,Camden,"51.536,-0.142",230.0,1.885,0.3944,0.95,49.99,3765.955,0,OK,100
LCL-002,2012-01-01 15:00:00,London,Westminster,"51.497,-0.135",230.0,2.382,0.5229,0.95,50.02,4105.193,0,OK,100
LCL-003,2012-01-01 15:00:00,London,Greenwich,"51.482,0.007",230.0,1.463,0.3223,0.95,50.0,1152.387,0,OK,100
LCL-004,2012-01-01 15:00:00,London,Hackney,"51.545,-0.055",230.0,2.6,0.5767,0.95,49.98,2461.706,0,OK,100
LCL-005,2012-01-01 15:00:00,London,Islington,"51.538,-0.103",230.0,2.634,0.5531,0.95,49.99,1496.915,0,OK,100
LCL-006,2012-01-01 15:00:00,London,Chelsea,"51.487,-0.168",230.0,2.466,0.5461,0.95,50.0,2656.678,0,OK,100
LCL-007,2012-01-01 15:00:00,London,Kensington,"51.501,-0.193",230.0,1.264,0.2896,0.95,50.01,1867.163,0,OK,100
LCL-008,2012-01-01 15:00:00,London,Hammersmith,"51.492,-0.223",230.0,2.342,0.515,0.95,50.0,3259.93,0,OK,100
LCL-009,2012-01-01 15:00:00,London,Fulham,"51.478,-0.196",230.0,2.264,0.4735,0.95,49.98,2321.655,0,OK,100
LCL-010,2012-01-01 15:00:00,London,Brixton,"51.462,-0.116",230.0,2.29,0.4938,0.95,50.0,1783.44,0,OK,100
LCL-001,2012-01-01 15:30:00,London,Camden,"51.536,-0.142",230.0,1.541,0.3467,0.95,50.02,3766.128,0,OK,100
LCL-002,2012-01-01 15:30:00,London,Westminster,"51.497,-0.135",230.0,2.045,0.4394,0.95,50.0,4105.412,0,OK,100
LCL-003,2012-01-01 15:30:00,London,Greenwich,"51.482,0.007",230.0,1.396,0.2998,0.95,49.99,1152.537,0,OK,100
LCL-004,2012-01-01 15:30:00,London,Hackney,"51.545,-0.055",230.0,2.724,0.6011,0.95,50.0,2462.006,0,OK,100
LCL-005,2012-01-01 15:30:00,London,Islington,"51.538,-0.103",230.0,2.031,0.4348,0.95,49.99,1497.132,0,OK,100
LCL-006,2012-01-01 15:30:00,London,Chelsea,"51.487,-0.168",230.0,1.562,0.3436,0.95,50.0,2656.849,0,OK,100
LCL-007,2012-01-01 15:30:00,London,Kensington,"51.501,-0.193",230.0,3.09,0.6664,0.95,49.99,1867.496,0,OK,100
LCL-008,2012-01-01 15:30:00,London,Hammersmith,"51.492,-0.223",230.0,1.787,0.387,0.95,50.01,3260.123,0,OK,100
LCL-009,2012-01-01 15:30:00,London,Fulham,"51.478,-0.196",230.0,2.077,0.4366,0.95,50.01,2321.873,0,OK,100
LCL-010,2012-01-01 15:30:00,London,Brixton,"51.462,-0.116",230.0,2.302,0.516,0.95,50.01,1783.698,0,OK,100
LCL-001,2012-01-01 16:00:00,London,Camden,"51.536,-0.142",230.0,1.984,0.4541,0.95,49.98,3766.355,0,OK,100
LCL-002,2012-01-01 16:00:00,London,Westminster,"51.497,-0.135",230.0,1.617,0.3409,0.95,50.01,4105.583,0,OK,100
LCL-003,2012-01-01 16:00:00,London,Greenwich,"51.482,0.007",230.0,2.318,0.4962,0.95,50.02,1152.785,0,OK,100
LCL-004,2012-01-01 16:00:00,London,Hackney,"51.545,-0.055",230.0,2.918,0.6102,0.95,50.02,2462.311,0,OK,100
LCL-005,2012-01-01 16:00:00,London,Islington,"51.538,-0.103",230.0,2.922,0.6379,0.95,49.99,1497.451,0,OK,100
LCL-006,2012-01-01 16:00:00,London,Chelsea,"51.487,-0.168",230.0,1.131,0.24,0.95,49.99,2656.969,0,OK,100
LCL-007,2012-01-01 16:00:00,London,Kensington,"51.501,-0.193",230.0,2.6,0.59,0.95,50.01,1867.791,0,OK,100
LCL-008,2012-01-01 16:00:00,London,Hammersmith,"51.492,-0.223",230.0,1.238,0.2711,0.95,50.0,3260.259,0,OK,100
LCL-009,2012-01-01 16:00:00,London,Fulham,"51.478,-0.196",230.0,0.674,0.145,0.95,50.02,2321.945,0,OK,100
LCL-010,2012-01-01 16:00:00,London,Brixton,"51.462,-0.116",230.0,2.612,0.5688,0.95,50.02,1783.983,0,OK,100
LCL-001,2012-01-01 16:30:00,London,Camden,"51.536,-0.142",230.0,1.089,0.2414,0.95,50.0,3766.476,0,OK,100
LCL-002,2012-01-01 16:30:00,London,Westminster,"51.497,-0.135",230.0,2.477,0.5432,0.95,49.98,4105.854,0,OK,100
LCL-003,2012-01-01 16:30:00,London,Greenwich,"51.482,0.007",230.0,1.734,0.396,0.95,49.98,1152.983,0,OK,100
LCL-004,2012-01-01 16:30:00,London,Hackney,"51.545,-0.055",230.0,2.143,0.4493,0.95,50.01,2462.536,0,OK,100
LCL-005,2012-01-01 16:30:00,London,Islington,"51.538,-0.103",230.0,1.683,0.3743,0.95,49.99,1497.638,0,OK,100
LCL-006,2012-01-01 16:30:00,London,Chelsea,"51.487,-0.168",230.0,2.55,0.5492,0.95,50.02,2657.244,0,OK,100
LCL-007,2012-01-01 16:30:00,London,Kensington,"51.501,-0.193",230.0,1.378,0.3153,0.95,50.01,1867.949,0,OK,100
LCL-008,2012-01-01 16:30:00,London,Hammersmith,"51.492,-0.223",230.0,2.343,0.5354,0.95,50.0,3260.527,0,OK,100
LCL-009,2012-01-01 16:30:00,London,Fulham,"51.478,-0.196",230.0,2.576,0.5717,0.95,50.01,2322.231,0,OK,100
LCL-010,2012-01-01 16:30:00,London,Brixton,"51.462,-0.116",230.0,1.761,0.3767,0.95,49.99,1784.171,0,OK,100
LCL-001,2012-01-01 17:00:00,London,Camden,"51.536,-0.142",230.0,7.211,1.5046,0.95,50.02,3767.228,0,OK,100
LCL-002,2012-01-01 17:00:00,London,Westminster,"51.497,-0.135",230.0,3.56,0.8096,0.95,49.99,4106.259,0,OK,100
LCL-003,2012-01-01 17:00:00,London,Greenwich,"51.482,0.007",230.0,6.374,1.4351,0.95,50.0,1153.7,0,OK,100
LCL-004,2012-01-01 17:00:00,London,Hackney,"51.545,-0.055",230.0,6.123,1.3664,0.95,50.02,2463.219,0,OK,100
LCL-005,2012-01-01 17:00:00,London,Islington,"51.538,-0.103",230.0,4.821,1.0476,0.95,50.0,1498.162,0,OK,100
LCL-006,2012-01-01 17:00:00,London,Chelsea,"51.487,-0.168",230.0,3.482,0.7233,0.95,50.01,2657.606,0,OK,100
LCL-007,2012-01-01 17:00:00,London,Kensington,"51.501,-0.193",230.0,7.591,1.6064,0.95,49.98,1868.752,0,OK,100
LCL-008,2012-01-01 17:00:00,London,Hammersmith,"51.492,-0.223",230.0,7.019,1.5014,0.95,50.0,3261.277,0,OK,100
LCL-009,2012-01-01 17:00:00,London,Fulham,"51.478,-0.196",230.0,3.352,0.7595,0.95,49.98,2322.611,0,OK,100
LCL-010,2012-01-01 17:00:00,London,Brixton,"51.462,-0.116",230.0,6.676,1.3886,0.95,49.99,1784.865,0,OK,100
LCL-001,2012-01-01 17:30:00,London,Camden,"51.536,-0.142",230.0,5.759,1.2724,0.95,50.01,3767.864,0,OK,100
LCL-002,2012-01-01 17:30:00,London,Westminster,"51.497,-0.135",230.0,3.651,0.7797,0.95,49.99,4106.649,0,OK,100
LCL-003,2012-01-01 17:30:00,London,Greenwich,"51.482,0.007",230.0,3.443,0.7609,0.95,50.01,1154.081,0,OK,100
LCL-004,2012-01-01 17:30:00,London,Hackney,"51.545,-0.055",230.0,6.034,1.3682,0.95,49.99,2463.903,0,OK,100
LCL-005,2012-01-01 17:30:00,London,Islington,"51.538,-0.103",230.0,6.299,1.3611,0.95,50.0,1498.843,0,OK,100
LCL-006,2012-01-01 17:30:00,London,Chelsea,"51.487,-0.168",230.0,4.369,0.9241,0.95,49.98,2658.068,0,OK,100
LCL-007,2012-01-01 17:30:00,London,Kensington,"51.501,-0.193",230.0,5.832,1.2197,0.95,50.0,1869.362,0,OK,100
LCL-008,2012-01-01 17:30:00,London,Hammersmith,"51.492,-0.223",230.0,4.168,0.9152,0.95,50.01,3261.735,0,OK,100
LCL-009,2012-01-01 17:30:00,London,Fulham,"51.478,-0.196",230.0,6.013,1.3029,0.95,50.02,2323.262,0,OK,100
LCL-010,2012-01-01 17:30:00,London,Brixton,"51.462,-0.116",230.0,5.96,1.2745,0.95,50.01,1785.503,0,OK,100
LCL-001,2012-01-01 18:00:00,London,Camden,"51.536,-0.142",230.0,5.448,1.1942,0.95,49.99,3768.461,0,OK,100
LCL-002,2012-01-01 18:00:00,London,Westminster,"51.497,-0.135",230.0,5.184,1.1854,0.95,49.99,4107.242,0,OK,100
LCL-003,2012-01-01 18:00:00,London,Greenwich,"51.482,0.007",230.0,6.472,1.4685,0.95,50.02,1154.815,0,OK,100
LCL-004,2012-01-01 18:00:00,London,Hackney,"51.545,-0.055",230.0,4.642,0.9862,0.95,49.99,2464.397,0,OK,100
LCL-005,2012-01-01 18:00:00,London,Islington,"51.538,-0.103",230.0,4.131,0.9108,0.95,50.02,1499.298,0,OK,100
LCL-006,2012-01-01 18:00:00,London,Chelsea,"51.487,-0.168",230.0,7.5,1.5909,0.95,50.01,2658.863,0,OK,100
LCL-007,2012-01-01 18:00:00,London,Kensington,"51.501,-0.193",230.0,7.997,1.723,0.95,50.0,1870.224,0,OK,100
LCL-008,2012-01-01 18:00:00,London,Hammersmith,"51.492,-0.223",230.0,6.903,1.506,0.95,49.99,3262.488,0,OK,100
LCL-009,2012-01-01 18:00:00,London,Fulham,"51.478,-0.196",230.0,7.932,1.8018,0.95,49.98,2324.163,0,OK,100
LCL-010,2012-01-01 18:00:00,London,Brixton,"51.462,-0.116",230.0,3.939,0.8886,0.95,50.01,1785.947,0,OK,100
LCL-001,2012-01-01 18:30:00,London,Camden,"51.536,-0.142",230.0,4.443,0.9506,0.95,50.0,3768.937,0,OK,100
LCL-002,2012-01-01 18:30:00,London,Westminster,"51.497,-0.135",230.0,7.935,1.7312,0.95,49.99,4108.107,0,OK,100
LCL-003,2012-01-01 18:30:00,London,Greenwich,"51.482,0.007",230.0,4.638,1.0574,0.95,50.01,1155.344,0,OK,100
LCL-004,2012-01-01 18:30:00,London,Hackney,"51.545,-0.055",230.0,6.466,1.3471,0.95,50.0,2465.07,0,OK,100
LCL-005,2012-01-01 18:30:00,London,Islington,"51.538,-0.103",230.0,5.157,1.0823,0.95,50.01,1499.839,0,OK,100
LCL-006,2012-01-01 18:30:00,London,Chelsea,"51.487,-0.168",230.0,3.205,0.6976,0.95,49.98,2659.212,0,OK,100
LCL-007,2012-01-01 18:30:00,London,Kensington,"51.501,-0.193",230.0,4.345,0.9768,0.95,50.0,1870.712,0,OK,100
LCL-008,2012-01-01 18:30:00,London,Hammersmith,"51.492,-0.223",230.0,2.742,0.6131,0.95,50.01,3262.794,0,OK,100
LCL-009,2012-01-01 18:30:00,London,Fulham,"51.478,-0.196",230.0,5.613,1.2307,0.95,50.01,2324.779,0,OK,100
LCL-010,2012-01-01 18:30:00,London,Brixton,"51.462,-0.116",230.0,3.291,0.6975,0.95,50.0,1786.296,0,OK,100
LCL-001,2012-01-01 19:00:00,London,Camden,"51.536,-0.142",230.0,6.667,1.4829,0.95,49.99,3769.678,0,OK,100
LCL-002,2012-01-01 19:00:00,London,Westminster,"51.497,-0.135",230.0,6.033,1.3637,0.95,50.01,4108.789,0,OK,100
LCL-003,2012-01-01 19:00:00,London,Greenwich,"51.482,0.007",230.0,4.498,0.9655,0.95,50.0,1155.826,0,OK,100
LCL-004,2012-01-01 19:00:00,London,Hackney,"51.545,-0.055",230.0,5.372,1.1569,0.95,50.0,2465.649,0,OK,100
LCL-005,2012-01-01 19:00:00,London,Islington,"51.538,-0.103",230.0,6.931,1.537,0.95,49.99,1500.608,0,OK,100
LCL-006,2012-01-01 19:00:00,London,Chelsea,"51.487,-0.168",230.0,6.38,1.3876,0.95,50.01,2659.906,0,OK,100
LCL-007,2012-01-01 19:00:00,London,Kensington,"51.501,-0.193",230.0,5.915,1.25,0.95,49.99,1871.337,0,OK,100
LCL-008,2012-01-01 19:00:00,London,Hammersmith,"51.492,-0.223",230.0,7.656,1.6195,0.95,50.02,3263.604,0,OK,100
LCL-009,2012-01-01 19:00:00,London,Fulham,"51.478,-0.196",230.0,7.753,1.7718,0.95,50.01,2325.665,0,OK,100
LCL-010,2012-01-01 19:00:00,London,Brixton,"51.462,-0.116",230.0,7.099,1.6097,0.95,49.99,1787.101,0,OK,100
LCL-001,2012-01-01 19:30:00,London,Camden,"51.536,-0.142",230.0,6.206,1.3076,0.95,49.99,3770.332,0,OK,100
LCL-002,2012-01-01 19:30:00,London,Westminster,"51.497,-0.135",230.0,3.848,0.8556,0.95,49.99,4109.217,0,OK,100
LCL-003,2012-01-01 19:30:00,London,Greenwich,"51.482,0.007",230.0,7.447,1.632,0.95,49.99,1156.642,0,OK,100
LCL-004,2012-01-01 19:30:00,London,Hackney,"51.545,-0.055",230.0,7.314,1.6202,0.95,49.99,2466.459,0,OK,100
LCL-005,2012-01-01 19:30:00,London,Islington,"51.538,-0.103",230.0,3.125,0.6998,0.95,50.02,1500.958,0,OK,100
LCL-006,2012-01-01 19:30:00,London,Chelsea,"51.487,-0.168",230.0,3.684,0.7881,0.95,49.98,2660.3,0,OK,100
LCL-007,2012-01-01 19:30:00,London,Kensington,"51.501,-0.193",230.0,5.865,1.2177,0.95,49.99,1871.946,0,OK,100
LCL-008,2012-01-01 19:30:00,London,Hammersmith,"51.492,-0.223",230.0,5.279,1.1165,0.95,50.01,3264.162,0,OK,100
LCL-009,2012-01-01 19:30:00,London,Fulham,"51.478,-0.196",230.0,4.182,0.9333,0.95,50.0,2326.131,0,OK,100
LCL-010,2012-01-01 19:30:00,London,Brixton,"51.462,-0.116",230.0,7.596,1.5987,0.95,50.02,1787.9,0,OK,100
